Date,Close
2020-06-09,9758.0
2020-06-10,9870.0
2020-06-11,9338.0
2020-06-12,9457.0
2020-06-13,9407.0
2020-06-14,9384.0
2020-06-15,9484.0
2020-06-16,9499.0
2020-06-17,9379.0
2020-06-18,9349.0
2020-06-19,9316.0
2020-06-20,9319.0
2020-06-21,9313.0
2020-06-22,9640.0
2020-06-23,9644.0
2020-06-24,9296.0
2020-06-25,9278.0
2020-06-26,9201.0
2020-06-27,8957.0
2020-06-28,9111.0
2020-06-29,9178.0
2020-06-30,9150.0
2020-07-01,9243.0
2020-07-02,9087.0
2020-07-03,9097.0
2020-07-04,9132.0
2020-07-05,9022.0
2020-07-06,9280.0
2020-07-07,9258.0
2020-07-08,9435.0
2020-07-09,9244.0
2020-07-10,9237.0
2020-07-11,9224.0
2020-07-12,9240.0
2020-07-13,9256.0
2020-07-14,9272.0
2020-07-15,9216.0
2020-07-16,9103.0
2020-07-17,9159.0
2020-07-18,9185.0
2020-07-19,9176.0
2020-07-20,9178.0
2020-07-21,9382.0
2020-07-22,9380.0
2020-07-23,9594.0
2020-07-24,9629.0
2020-07-25,9734.0
2020-07-26,9893.0
2020-07-27,10862.0
2020-07-28,10982.0
2020-07-29,11230.0
2020-07-30,11155.0
2020-07-31,11359.0
2020-08-01,11835.0
2020-08-02,11102.0
2020-08-03,11387.0
2020-08-04,11213.0
2020-08-05,11692.0
2020-08-06,11854.0
2020-08-07,11581.0
2020-08-08,11715.0
2020-08-09,11681.0
2020-08-10,11866.0
2020-08-11,11239.0
2020-08-12,11573.0
2020-08-13,11640.0
2020-08-14,11777.0
2020-08-15,11876.0
2020-08-16,11857.0
2020-08-17,12329.0
2020-08-18,12035.0
2020-08-19,11728.0
2020-08-20,11871.0
2020-08-21,11634.0
2020-08-22,11616.0
2020-08-23,11680.0
2020-08-24,11743.0
2020-08-25,11272.0
2020-08-26,11499.0
2020-08-27,11272.0
2020-08-28,11500.0
2020-08-29,11528.0
2020-08-30,11643.0
2020-08-31,11683.0
2020-09-01,12023.0
2020-09-02,11372.0
2020-09-03,10794.0
2020-09-04,10610.0
2020-09-05,10112.0
2020-09-06,10242.0
2020-09-07,10142.0
2020-09-08,10030.0
2020-09-09,10265.0
2020-09-10,10307.0
2020-09-11,10329.0
2020-09-12,10447.0
2020-09-13,10324.0
2020-09-14,10694.0
2020-09-15,10870.0
2020-09-16,11000.0
2020-09-17,10938.0
2020-09-18,10900.0
2020-09-19,11093.0
2020-09-20,10861.0
2020-09-21,10479.0
2020-09-22,10520.0
2020-09-23,10216.0
2020-09-24,10637.0
2020-09-25,10713.0
2020-09-26,10720.0
2020-09-27,10727.0
2020-09-28,10871.0
2020-09-29,10761.0
2020-09-30,10711.0
2020-10-01,10613.0
2020-10-02,10540.0
2020-10-03,10580.0
2020-10-04,10652.0
2020-10-05,10741.0
2020-10-06,10557.0
2020-10-07,10660.0
