Date,Close
2022-03-02,0.9435
2022-03-03,0.8957
2022-03-04,0.8415
2022-03-05,0.8642
2022-03-06,0.8407
2022-03-07,0.7974
2022-03-08,0.7926
2022-03-09,0.8419
2022-03-10,0.806
2022-03-11,0.7944
2022-03-12,0.7937
2022-03-13,0.7995
2022-03-14,0.7927
2022-03-15,0.803
2022-03-16,0.8302
2022-03-17,0.8335
2022-03-18,0.8551
2022-03-19,0.9078
2022-03-20,0.8762
2022-03-21,0.9032
2022-03-22,0.9671
2022-03-23,1.0647
2022-03-24,1.1696
2022-03-25,1.1072
2022-03-26,1.1339
2022-03-27,1.1538
2022-03-28,1.2339
2022-03-29,1.1905
2022-03-30,1.202
2022-03-31,1.1572
2022-04-01,1.1694
2022-04-02,1.16
2022-04-03,1.1791
2022-04-04,1.1987
2022-04-05,1.1875
2022-04-06,1.0978
2022-04-07,1.0862
2022-04-08,1.049
2022-04-09,1.0277
2022-04-10,1.0631
2022-04-11,0.9434
2022-04-12,0.937
2022-04-13,0.9689
2022-04-14,0.9315
2022-04-15,0.955
2022-04-16,0.9437
2022-04-17,0.943
2022-04-18,0.9284
2022-04-19,0.9421
2022-04-20,0.9412
2022-04-21,0.9185
2022-04-22,0.91
2022-04-23,0.8985
2022-04-24,0.8852
2022-04-25,0.8897
2022-04-26,0.8296
2022-04-27,0.8373
2022-04-28,0.8426
2022-04-29,0.8021
2022-04-30,0.7805
2022-05-01,0.7821
2022-05-02,0.7745
2022-05-03,0.764
2022-05-04,0.8695
2022-05-05,0.8008
2022-05-06,0.7874
2022-05-07,0.7735
2022-05-08,0.7525
2022-05-09,0.6371
2022-05-10,0.6365
2022-05-11,0.5012
2022-05-12,0.4739
2022-05-13,0.5461
2022-05-14,0.5183
2022-05-15,0.5889
2022-05-16,0.5632
2022-05-17,0.5655
2022-05-18,0.5255
2022-05-19,0.5303
2022-05-20,0.5147
2022-05-21,0.5258
2022-05-22,0.5369
2022-05-23,0.5265
2022-05-24,0.5136
2022-05-25,0.5168
2022-05-26,0.481
2022-05-27,0.4589
2022-05-28,0.4639
2022-05-29,0.4738
2022-05-30,0.5459
2022-05-31,0.602
2022-06-01,0.5482
2022-06-02,0.582
2022-06-03,0.5654
2022-06-04,0.561
2022-06-05,0.5739
2022-06-06,0.6014
2022-06-07,0.6327
2022-06-08,0.6404
2022-06-09,0.635
2022-06-10,0.5791
2022-06-11,0.5526
2022-06-12,0.5159
2022-06-13,0.4814
2022-06-14,0.4712
2022-06-15,0.5102
2022-06-16,0.4857
2022-06-17,0.491
2022-06-18,0.4333
2022-06-19,0.484
2022-06-20,0.4951
2022-06-21,0.4808
2022-06-22,0.4618
2022-06-23,0.4771
2022-06-24,0.5
2022-06-25,0.4894
2022-06-26,0.5067
2022-06-27,0.4873
2022-06-28,0.4758
2022-06-29,0.4691
2022-06-30,0.4403
2022-07-01,0.4514
2022-07-02,0.4559
2022-07-03,0.4574
2022-07-04,0.4585
2022-07-05,0.4583
2022-07-06,0.4607
2022-07-07,0.4759
2022-07-08,0.4698
2022-07-09,0.4809
2022-07-10,0.4665
2022-07-11,0.4445
2022-07-12,0.4277
2022-07-13,0.4201
2022-07-14,0.4406
2022-07-15,0.4457
2022-07-16,0.4523
2022-07-17,0.446
2022-07-18,0.4752
2022-07-19,0.5201
2022-07-20,0.494
2022-07-21,0.4989
2022-07-22,0.4787
2022-07-23,0.4952
2022-07-24,0.5174
2022-07-25,0.4953
2022-07-26,0.4586
2022-07-27,0.5046
2022-07-28,0.5197
2022-07-29,0.5281
2022-07-30,0.5332
2022-07-31,0.533
2022-08-01,0.5091
2022-08-02,0.4999
2022-08-03,0.5106
2022-08-04,0.499
2022-08-05,0.512
2022-08-06,0.5164
2022-08-07,0.5322
2022-08-08,0.5411
2022-08-09,0.514
2022-08-10,0.5353
2022-08-11,0.5347
2022-08-12,0.5395
2022-08-13,0.5622
2022-08-14,0.5687
2022-08-15,0.5556
2022-08-16,0.5664
2022-08-17,0.5419
2022-08-18,0.5308
2022-08-19,0.4594
2022-08-20,0.442
2022-08-21,0.467
2022-08-22,0.4539
2022-08-23,0.4613
2022-08-24,0.4659
2022-08-25,0.473
2022-08-26,0.4448
2022-08-27,0.446
2022-08-28,0.4428
2022-08-29,0.4491
2022-08-30,0.4535
2022-08-31,0.4556
2022-09-01,0.4565
2022-09-02,0.4558
2022-09-03,0.4813
2022-09-04,0.4996
2022-09-05,0.4958
2022-09-06,0.4654
2022-09-07,0.4798
2022-09-08,0.4797
2022-09-09,0.4955
2022-09-10,0.5108
2022-09-11,0.5092
2022-09-12,0.5102
2022-09-13,0.4711
2022-09-14,0.4799
2022-09-15,0.4698
2022-09-16,0.4671
2022-09-17,0.4845
2022-09-18,0.4623
2022-09-19,0.4525
2022-09-20,0.4425
2022-09-21,0.4462
2022-09-22,0.4615
2022-09-23,0.457
2022-09-24,0.4608
2022-09-25,0.4458
2022-09-26,0.4441
2022-09-27,0.4421
2022-09-28,0.4397
2022-09-29,0.4365
2022-09-30,0.4303
2022-10-01,0.4305
2022-10-02,0.4272
2022-10-03,0.4281
2022-10-04,0.4366
2022-10-05,0.4287
2022-10-06,0.4301
2022-10-07,0.4248
2022-10-08,0.4232
2022-10-09,0.4232
2022-10-10,0.4119
2022-10-11,0.3934
2022-10-12,0.3856
2022-10-13,0.3797
2022-10-14,0.3657
2022-10-15,0.3662
2022-10-16,0.3707
2022-10-17,0.371
2022-10-18,0.3642
2022-10-19,0.3574
2022-10-20,0.3397
2022-10-21,0.3488
2022-10-22,0.3533
2022-10-23,0.3542
2022-10-24,0.3608
2022-10-25,0.4076
2022-10-26,0.4039
2022-10-27,0.3934
2022-10-28,0.4034
2022-10-29,0.4217
2022-10-30,0.4092
2022-10-31,0.4053
2022-11-01,0.4009
2022-11-02,0.3843
2022-11-03,0.3941
2022-11-04,0.4241
2022-11-05,0.4285
2022-11-06,0.4171
2022-11-07,0.4077
2022-11-08,0.3734
2022-11-09,0.3123
2022-11-10,0.3694
2022-11-11,0.3503
2022-11-12,0.3415
2022-11-13,0.3279
2022-11-14,0.3259
2022-11-15,0.336
2022-11-16,0.3287
2022-11-17,0.3248
2022-11-18,0.3253
2022-11-19,0.3283
2022-11-20,0.3107
2022-11-21,0.3011
2022-11-22,0.31
2022-11-23,0.3162
2022-11-24,0.3137
2022-11-25,0.3145
2022-11-26,0.3147
2022-11-27,0.3187
2022-11-28,0.3064
2022-11-29,0.3099
2022-11-30,0.3206
2022-12-01,0.3144
2022-12-02,0.3194
2022-12-03,0.322
2022-12-04,0.3207
2022-12-05,0.3196
2022-12-06,0.3161
2022-12-07,0.3084
2022-12-08,0.3139
2022-12-09,0.3108
2022-12-10,0.3125
2022-12-11,0.3086
2022-12-12,0.3075
2022-12-13,0.3111
2022-12-14,0.3084
2022-12-15,0.2998
2022-12-16,0.2823
2022-12-17,0.2644
2022-12-18,0.2668
2022-12-19,0.2557
2022-12-20,0.2588
2022-12-21,0.2516
2022-12-22,0.2563
2022-12-23,0.2592
2022-12-24,0.2586
2022-12-25,0.2588
2022-12-26,0.2628
2022-12-27,0.2593
2022-12-28,0.2482
2022-12-29,0.2416
2022-12-30,0.2453
2022-12-31,0.2479
2023-01-01,0.2493
2023-01-02,0.2557
2023-01-03,0.2517
2023-01-04,0.2647
2023-01-05,0.2693
2023-01-06,0.2757
2023-01-07,0.276
2023-01-08,0.2909
2023-01-09,0.314
2023-01-10,0.3227
2023-01-11,0.315
2023-01-12,0.3295
2023-01-13,0.3478
2023-01-14,0.3479
2023-01-15,0.3502
2023-01-16,0.3506
2023-01-17,0.3512
2023-01-18,0.3298
2023-01-19,0.337
2023-01-20,0.3609
2023-01-21,0.3744
2023-01-22,0.3747
2023-01-23,0.3763
2023-01-24,0.3725
2023-01-25,0.3762
2023-01-26,0.3798
2023-01-27,0.3858
2023-01-28,0.3827
2023-01-29,0.3954
2023-01-30,0.3703
2023-01-31,0.3863
2023-02-01,0.3962
2023-02-02,0.3949
2023-02-03,0.4025
2023-02-04,0.4029
2023-02-05,0.3876
2023-02-06,0.3881
2023-02-07,0.3961
2023-02-08,0.3941
2023-02-09,0.3653
2023-02-10,0.3591
2023-02-11,0.3673
2023-02-12,0.3635
2023-02-13,0.3571
2023-02-14,0.3857
2023-02-15,0.4019
2023-02-16,0.3975
2023-02-17,0.4044
2023-02-18,0.4047
2023-02-19,0.4028
2023-02-20,0.4037
2023-02-21,0.3888
2023-02-22,0.3843
2023-02-23,0.3821
2023-02-24,0.3628
2023-02-25,0.3549
2023-02-26,0.3689
2023-02-27,0.3631
2023-02-28,0.3508
2023-03-01,0.3593
2023-03-02,0.3492
2023-03-03,0.3407
2023-03-04,0.3323
2023-03-05,0.3387
2023-03-06,0.331
2023-03-07,0.3281
2023-03-08,0.3218
2023-03-09,0.3052
2023-03-10,0.3126
2023-03-11,0.3044
2023-03-12,0.3235
2023-03-13,0.3426
2023-03-14,0.346
2023-03-15,0.3272
2023-03-16,0.3204
2023-03-17,0.3391
2023-03-18,0.3457
2023-03-19,0.3454
2023-03-20,0.3363
2023-03-21,0.377
2023-03-22,0.3621
2023-03-23,0.3701
2023-03-24,0.3616
2023-03-25,0.3519
2023-03-26,0.3527
2023-03-27,0.3421
2023-03-28,0.3607
2023-03-29,0.3856
2023-03-30,0.3769
2023-03-31,0.4027
2023-04-01,0.3944
2023-04-02,0.3798
2023-04-03,0.3799
2023-04-04,0.3938
2023-04-05,0.3928
2023-04-06,0.3823
2023-04-07,0.3816
2023-04-08,0.384
2023-04-09,0.3898
2023-04-10,0.3896
2023-04-11,0.401
2023-04-12,0.4025
2023-04-13,0.4289
2023-04-14,0.4366
2023-04-15,0.451
2023-04-16,0.4523
2023-04-17,0.4353
2023-04-18,0.4421
2023-04-19,0.4182
2023-04-20,0.4024
2023-04-21,0.3807
2023-04-22,0.3943
2023-04-23,0.3845
2023-04-24,0.3833
2023-04-25,0.3899
2023-04-26,0.3924
2023-04-27,0.4108
2023-04-28,0.4052
2023-04-29,0.4036
2023-04-30,0.3971
2023-05-01,0.3824
2023-05-02,0.3925
2023-05-03,0.3844
2023-05-04,0.3865
2023-05-05,0.3947
2023-05-06,0.3797
2023-05-07,0.3791
2023-05-08,0.3627
2023-05-09,0.3627
2023-05-10,0.3719
2023-05-11,0.3572
2023-05-12,0.3614
2023-05-13,0.3657
2023-05-14,0.3691
2023-05-15,0.3684
2023-05-16,0.3652
2023-05-17,0.3762
2023-05-18,0.3711
2023-05-19,0.3671
2023-05-20,0.3653
2023-05-21,0.3599
2023-05-22,0.3699
2023-05-23,0.3714
2023-05-24,0.3648
2023-05-25,0.3585
2023-05-26,0.365
2023-05-27,0.3654
2023-05-28,0.3777
2023-05-29,0.3792
2023-05-30,0.3779
2023-05-31,0.3757
2023-06-01,0.3659
2023-06-02,0.3779
2023-06-03,0.3747
2023-06-04,0.3809
2023-06-05,0.3503
2023-06-06,0.3519
2023-06-07,0.3231
2023-06-08,0.3252
2023-06-09,0.3014
